SAC ,9954,"Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017, supplied by way of construction, erection, commissioning, or installation of original works pertaining to,- (a) railways, excluding(including substitued from 25/01/2018) monorail and metro; (b) a single residential unit otherwise than as a part of a residential complex; (c) low-cost houses up to a carpet area of 60 square metres per house in a housing project approved by competent authority empowered under the 'Scheme of Affordable Housing in Partnership' framed by the Ministry of Housing and Urban Poverty Alleviation, Government of India; (d) low cost houses up to a carpet area of 60 square metres per house in a housing project approved by the competent authority under- (1) the ÒAffordable Housing in PartnershipÓ component of the Housing for All (Urban) Mission/Pradhan Mantri Awas Yojana; (2) any housing scheme of a State Government; (e) post-harvest storage infrastructure for agricultural produce including a cold storage for such purposes; or (f) mechanised food grain handling system, machinery or equipment for units processing agricultural produce as food stuff excluding alcoholic beverages.",22/08/2017,,12
SAC ,9954,‘(da) a civil structure or any other original works pertaining to the “Economically Weaker Section (EWS) houses” constructed under the Affordable Housing in partnership by State or Union territory or local authority or urban development authority under the Housing for All (Urban) Mission/ Pradhan Mantri Awas Yojana (Urban);,25/01/2018,,12
SAC ,9954,a civil structure or any other original works pertaining to the “houses constructed or acquired under the Credit Linked Subsidy Scheme for Economically Weaker Section (EWS)/ Lower Income Group (LIG)/ Middle Income Group-1 (MlG-1)/ Middle Income Group-2 (MlG-2)” under the Housing for All (Urban) Mission/ Pradhan Mantri Awas Yojana (Urban);’;,25/01/2018,,12
SAC ,9954,"a building owned by an entity registered under section 12AA of the Income Tax Act, 1961 (43 of 1961), which is used for carrying out the activities of providing, centralised cooking or distribution, for mid-day meals under the mid-day meal scheme sponsored by the Central Government, State Government, Union territory or local authorities.”;",25/01/2018,,12
SAC ,9954,"low-cost houses up to a carpet area of 60 square metres per house in an affordable housing project which has been given infrastructure status vide notification of Government of India, in Ministry of Finance, Department of Economic Affairs vide F. No. 13/6/2009-INF, dated the 30th March,2017;”;",25/01/2018,,12
SAC ,9954,"(ix) Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017 provided by a sub-contractor to the main contractor providing services specified in item (iii) or item (vi) above to the Central Government, State Government, Union territory, a local authority, a Governmental Authority or a Government Entity. Provided that where the services are supplied to a Government Entity, they should have been procured by the said entity in relation to a work entrusted to it by the Central Government, State Government, Union territory or local authority, as the case may be.",25/01/2018,,12
SAC ,9954,"(x) Composite supply of works contract as defined in clause (119) of section 2 of the Central Goods and Services Tax Act, 2017 provided by a sub-contractor to the main contractor providing services specified in item (vii) above to the Central Government, State Government, Union territory, a local authority, a Governmental Authority or a Government Entity. Provided that where the services are supplied to a Government Entity, they should have been procured by the said entity in relation to a work entrusted to it by the Central Government, State Government, Union territory or local authority, as the case may be.",25/01/2018,,5
SAC ,9954,"(xi) Services by way of housekeeping, such as plumbing, carpentering, etc. where the person supplying such service through electronic commerce operator is not liable for registration under subsection (1) of section 22 of the Central Goods and Services Tax Act, 2017",25/01/2018,,5 - No ITC.
SAC ,995411,Construction services of single dwelling or multi dewlling or multi-storied residential buildings,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995412,"Construction services of other residential buildings such as old age homes, homeless shelters, hostels etc",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995413,"Construction services of industrial buildings such as buildings used for production activities (used for assembly line activities), workshops, storage buildings and other similar industrial buildings",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995414,"Construction services of commercial buildings such as office buildings, exhibition & marriage halls, malls, hotels, restaurants, airports, rail or road terminals, parking garages, petrol and service stations, theatres and other similar buildings.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995415,"Construction services of other non-residential buildings such as educational institutions, hospitals, clinics including vertinary clinics, religious establishments, courts, prisons, museums and other similar buildings",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995416,Construction Services of other buildings n.e.c,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995419,"Services involving Repair, alterations, additions, replacements, renovation, maintenance or remodelling of the buildings covered above.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995421,"General construction services of highways, streets, roads, railways and airfield runways, bridges and tunnels",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995422,"General construction services of harbours, waterways, dams, water mains and lines, irrigation and other waterworks",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995423,"General construction services of long-distance underground/overland/submarine pipelines, communication and electric power lines (cables); pumping stations and related works; transformer stations and related works.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995424,"General construction services of local water & sewage pipelines, electricity and communication cables & related works",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995425,General construction services of mines and industrial plants,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995426,General Construction services of Power Plants and its related infrastructure,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995427,General construction services of outdoor sport and recreation facilities,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995428,General construction services of other civil engineering works n.e.c.,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995429,"Services involving Repair, alterations, additions, replacements, renovation, maintenance or remodelling of the constructions covered above.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995431,Demolition services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995432,"Site formation and clearance services including preparation services to make sites ready for subsequent construction work, test drilling & boring & core extraction, digging of trenches.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995433,Excavating and earthmoving services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995434,Water well drilling services and septic system installation services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995435,Other site preparation services n.e.c,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995439,"Services involving Repair, alterations, additions, replacements, maintenance of the constructions covered above.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995441,"Installation, assembly and erection services of prefabricated buildings",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995442,"Installation, assembly and erection services of other prefabricated structures and constructions",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995443,"Installation services of all types of street furniture (e.g., bus shelters, benches, telephone booths, public toilets, etc.)",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995444,Other assembly and erection services n.e.c.,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995449,"Services involving Repair, alterations, additions, replacements, maintenance of the constructions covered above.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995451,Pile driving and foundation services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995452,Building framing & Roof Framing services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995453,Roofing and waterproofing services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995454,Concrete services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995455,Structural steel erection services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995456,Masonry services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995457,Scaffolding services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995458,Other special trade construction services n.e.c.,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995459,"Services involving Repair, alterations, additions, replacements, maintenance of the constructions covered above.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995461,"Electrical installation services including Electrical wiring & fitting services, fire alarm installation services, burglar alarm system installation services.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995462,Water plumbing and drain laying services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995463,"Heating, ventilation and air conditioning equipment installation services",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995464,Gas fitting installation services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995465,Insulation services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995466,Lift and escalator installation services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995468,Other installation services n.e.c.,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995469,"Services involving Repair, alterations, additions, replacements, maintenance of the installations covered above.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995471,Glazing services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995472,Plastering services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995473,Painting services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995474,Floor and wall tiling services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995475,"Other floor laying, wall covering and wall papering services",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995476,Joinery and carpentry services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995477,Fencing and railing services,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995478,Other building completion and finishing services n.e.c.,28/06/2017,also check SAC Code 99 or 9954,18
SAC ,995479,"Services involving Repair, alterations, additions, replacements, maintenance of the completion/finishing works covered above.",28/06/2017,also check SAC Code 99 or 9954,18
SAC ,996111,Services provided for a fee/commission or contract basis on wholesale trade,28/06/2017,also check SAC Code 99,18
SAC ,9961,"Service provided by Fair Price Shops to Central Government by way of sale of wheat, rice and coarse grains under Public Distribution System(PDS) against consideration in the form of commission or margin.",22/08/2017,,Nil
SAC ,9961,"Service provided by Fair Price Shops to State Governments or Union territories by way of sale of kerosene, sugar, edible oil, etc. under Public Distribution System (PDS) against consideration in the form of commission or margin.",22/08/2017,,Nil
SAC ,9961,"Services in wholesale trade. Explanation-This service does not include sale or purchase of goods but includes: Ð Services of commission agents, commodity brokers, and auctioneers and all other traders who negotiate whole sale commercial transactions between buyers and sellers, for a fee or commissionÕ Ð Services of electronic whole sale agents and brokers, Ð Services of whole sale auctioning houses.",28/06/2017,,18
SAC ,9962,Services in retail trade. Explanation - This service does not include sale or purchase of goods,28/06/2017,,18
SAC ,9962,"Service provided by Fair Price Shops to Central Government by way of sale of wheat, rice and coarse grains under Public Distribution System(PDS) against consideration in the form of commission or margin.",22/08/2017,,Nil
SAC ,9962,"Service provided by Fair Price Shops to State Governments or Union territories by way of sale of kerosene, sugar, edible oil, etc. under Public Distribution System (PDS) against consideration in the form of commission or margin.",22/08/2017,,Nil
SAC ,996211,Services provided for a fee/commission or contract basis on retail trade,28/06/2017,also check SAC Code 99,18
SAC ,9963,Services by way of renting of residential dwelling for use as residence.,28/06/2017,,Nil
SAC,9963,"Services by a person by way of- (a) conduct of any religious ceremony; (b) renting of precincts of a religious place meant for general public, owned or managed by an entity registered as a charitable or religious trust under section 12AA of the Income-tax Act, 1961 (hereinafter referred to as the Income-tax Act) or a trust or an institution registered under sub clause (v) of clause (23C) of section 10 of the Income-tax Act or a body or an authority covered under clause (23BBA) of section 10 of the said Income-tax Act: Provided that nothing contained in entr (b) of this exemption shall apply to,- (i) renting of rooms where charges are 10,000 rupees or more per day; (ii) renting of premises, community halls, kalyanmandapam or open area, and the like where charges are 10,000 rupees or more per day; (iii) renting of shops or other spaces for business or commerce where charges are 10,000 rupees or more per month.",28-06-17,,Nil
SAC ,9963,"(i) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, whether for consumption on or away from the premises where such food or any other article for human consumption or drink is supplied, other than those located in the premises of hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of any unit of accommodation of seven thousand five hundred rupees and above per unit per day or equivalent amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",14/11/2017,,5 - No ITC
SAC ,9963,"(iii) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or any drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, whether for consumption on or away from the premises where such food or any other article for human consumption or drink is supplied, located in the premises of hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of any unit of accommodation of seven thousand five hundred rupees and above per unit per day or equivalent. Explanation.- “declared tariff” includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",14/11/2017,,18
SAC ,9963,"Services by a hotel, inn, guest house, club or campsite, by whatever name called, for residential or lodging purposes, having Value of supply( declared tariff replaced from 27/07/18)of a unit of accommodation below 1000 rupees per day or equivalent. Explanation.-Value of Supply includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",28/06/2017,,Nil
SAC ,9963,"Accommodation in hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having room tariff Rs.1000 and above but less than Rs.2500 per room per day Explanation.- Value of supply( declared tariff replaced from 27/07/18) includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",28/06/2017,,12
SAC ,9963,"Accommodation in hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes where room tariff of Rs 2500/and above but less than Rs 7500/per room per day Explanation.- Value of supply( declared tariff )replaced from 27/07/18) includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",28/06/2017,,18
SAC ,9963,"Accommodation in hotels including 5 star and above rated hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes, where room rent is Rs 7500/and above per day per room. Explanation.- Value of supply( declared tariff replaced from 27/07/18) includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",28/06/2017,,28
SAC ,9963,"Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or any drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, having licence or permit or by whatever name called to serve alcoholic liquor for human consumption.",28/06/2017,,18
SAC ,9963,"Supply, by way of or as part of any service or in any other manner whatsoever in outdoor catering wherein goods, being food or any other article for human consumption or any drink (whether or not alcoholic liquor for human consumption), as a part of such outdoor catering and such supply or service is for cash, deferred payment or other valuable consideration.",28/06/2017,,18
SAC ,9963,"(v) Supply, by way of or as part of any service, of goods, being food or any other article for human consumption or any drink, at Exhibition Halls, Events, Conferences, Marriage Halls and other outdoor or indoor functions that are event based and occasional in nature.",28/06/2017 Substituted on 27/07/2018,,18
SAC ,9963,"Bundled Supply, by way of or as part of any service or in any other manner whatsoever, of goods, including but not limited to food or any other article for human consumption or any drink (whether or not alcoholic liquor for human consumption), where such supply or service is for cash, deferred payment or other valuable consideration, in a premises (including hotel, convention center, club, pandal, shamiana or any other place, specially arranged for organising a function) together with renting of such premises",28/06/2017,,18
SAC ,9963,"Other Accommodation, food and beverage services",28/06/2017,,18
SAC ,9963,"(i) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, whether for consumption on or away from the premises where such food or any other article for human consumption or drink is supplied, other than those located in the premises of hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of any unit of accommodation of seven thousand five hundred rupees and above per unit per day or equivalent amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",14/11/2017,,5
SAC ,9963,"(i) Supply, by way of or as part of any service, of goods, being food or any other article for human consumption or any drink, provided by a restaurant, eating joint including mess, canteen, whether for consumption on or away from the premises where such food or any other article for human consumption or drink is supplied, other than those located in the premises of hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of any unit of accommodation of seven thousand five hundred rupees and above per unit per day or equivalent. Explanation 1.- This item includes such supply at a canteen, mess, cafeteria or dining space of an institution such as a school, college, hospital, industrial unit, office, by such institution or by any other person based on a contractual arrangement with such institution for such supply, provided that such supply is not event based or occasional.",27/07/2018,,5
SAC ,9963,"(ia) Supply, of goods, being food or any other article for human consumption or any drink, by the Indian Railways or Indian Railways Catering and Tourism Corporation Ltd. or their licensees, whether in trains or at platforms.",27/07/2018,,5
SAC ,9963,"(iii) Supply, by way of or as part of any service or in any other manner whatsoever, of goods, being food or any other article for human consumption or any drink, where such supply or service is for cash, deferred payment or other valuable consideration, provided by a restaurant, eating joint including mess, canteen, whether for consumption on or away from the premises where such food or any other article for human consumption or drink is supplied, located in the premises of hotels, inns, guest houses, clubs, campsites or other commercial places meant for residential or lodging purposes having declared tariff of any unit of accommodation of seven thousand five hundred rupees and above per unit per day or equivalent. Explanation.- “declared tariff” includes charges for all amenities provided in the unit of accommodation (given on rent for stay) like furniture, air conditioner, refrigerators or any other amenities, but without excluding any discount offered on the published charges for such unit.",14/11/2017,,18
SAC ,996311,"Room or unit accommodation services provided by Hotels, INN, Guest House, Club etc",28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996312,Camp site services,28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996313,Recreational and vacation camp services,28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996321,Room or unit accommodation services for students in student residences,28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996322,"Room or unit accommodation services provided by Hostels, Camps, Paying Guest etc",28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996329,Other room or unit accommodation services n.e.c.,28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996331,"Services provided by Restaurants, Cafes and similar eating facilities including takeaway services, Room services and door delivery of food.",28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996332,"Services provided by Hotels, INN, Guest House, Club etc including Room services, takeaway services and door delivery of food.",28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996333,Services provided in Canteen and other similar establishments,28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996334,"Catering Services in Exhibition halls, Events, Marriage Halls and other outdoor/indoor functions.",28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996335,"Catering services in trains, flights etc.",28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996336,"Preparation and/or supply services of food, edible preparations, alchoholic & non-alchocholic beverages to airlines and other transportation operators",28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996337,Other contract food services,28/06/2017,also check SAC Code 99 or 9963,18
SAC ,996339,"Other food, edible preparations, alchoholic & non-alchocholic beverages serving services n.e.c.",28/06/2017,also check SAC Code 99 or 9963,18
